Position Z,Diff Angular Vel Vec,Acc X
1.41610760765675,-0.00389547786114577,-0.0199131774113511
1.41430719094874,-0.00357383498388205,-0.0430118661984808
1.41256927372686,-0.00296823275856527,-0.065458520304982
1.41094344869998,-0.00199694347140389,-0.0865399478865245
1.40946369084807,-0.00069637881654876,-0.105798103764664
1.40814989283759,0.000518505858919166,-0.123053244935764
1.40701062069923,0.00121742662116915,-0.138366835106638
1.40604561890971,0.00142814452845579,-0.151970755552815
1.40524806828199,0.00135400324818897,-0.164180095800477
1.40460656347817,0.00113727803328227,-0.175315458632929
1.40410674563162,0.000855788887374183,-0.185651087413916
1.40373257280369,0.000552670886964151,-0.195384292032223
1.40346728069155,0.000253366320387955,-0.204624128634448
1.40329411777868,-2.53545225220708e-05,-0.213394147285222
1.40319695343981,-0.000273141952942278,-0.22163352384262
1.40316078647409,-0.000489318680183875,-0.229219572764898
1.40317208085767,-0.000685069834193214,-0.236065026173954
1.40321889690928,-0.00087935891853818,-0.242232950769792
1.4032908782107,-0.00109210538297194,-0.247937696921041
1.40337917971245,-0.00133971159309998,-0.253427823935653
1.40347642357007,-0.001630072437667,-0.258867422876948
1.40357669282347,-0.00194162039381112,-0.26431698606989
1.40367546836591,-0.00212136093656962,-0.269820904504495
1.40376945724421,-0.00133915511753197,-0.27550265163605
1.40385635971634,0.00171613236845177,-0.281565002716601
1.40393464956522,0.00420075296020912,-0.288215644358143
1.40400343228449,0.00559994368569265,-0.295618979897165
1.40406236668348,0.00680544979637356,-0.303901741481682
1.40411154752996,0.00802659342777624,-0.313143156523195
1.40415130413213,0.00927785260931197,-0.323310610555277
1.40418197661318,0.0105027606991591,-0.334192453902851
1.40420374461759,0.0116046425059042,-0.345383792670065
1.40421654468019,0.012464271396381,-0.356309952730306
1.40422006085746,0.0129467072284487,-0.366238280069482
1.40421373164927,0.0128996309830655,-0.374271529506197
1.40419673611715,0.0121519947465569,-0.379353102938694
1.40416796958234,0.0105207472259698,-0.380296803192834
1.40412602834483,0.00783364166824224,-0.375832145747589
1.40406920657116,0.00397936121258124,-0.364642529446733
1.40399551358532,-0.000987262025335278,-0.345374319153762
1.40390273378916,-0.00658487490833956,-0.316608760117005
1.40378853487043,-0.0111472247475828,-0.276804841713977
1.40365060667707,-0.00972576470650598,-0.224263043989637
1.40348679442107,0.00763362959410925,-0.157145930804643
1.40329518190639,0.0422808602198817,-0.0735333428945436
1.40307415965539,0.0784502679518728,0.028460297823339
1.40282260326126,0.110549632826906,0.150431794486943
1.40254022826242,0.141195096910707,0.293334671241492
1.40222807616642,0.171963976123262,0.457158846567125
1.40188904140997,0.202978387579861,0.64069488949619
1.4015283365297,0.233568780639757,0.841286331259598
1.40115384014314,0.262632072286582,1.054453705976
1.40077628354628,0.288862136871942,1.27353282506543
1.40040908404673,0.310963272118864,1.48987767033046
1.40006766831486,0.327839953988482,1.69389253269298
1.39976851121221,0.338686061870611,1.87609310056484
1.39952830909408,0.342950404440275,2.02724356378292
1.39936347830393,0.34024779858523,2.13780886228445
1.39928988708559,0.330298796821537,2.19790652980741
1.39932265588028,0.312941695065206,2.19862276741263
1.39947600754764,0.288213737352092,2.13396961004385
1.39976327260235,0.256473508560881,2.00193188749722
1.40019705756748,0.218513285676178,1.80460122226025
1.40078949620048,0.17558316529963,1.54824269204184
1.40155251749238,0.129279792122159,1.24295593059013
1.40249797946783,0.0813375722544327,0.901534637281483
1.40363744745137,0.0334213152792309,0.537976479026426
1.40498148636703,-0.0130051320675211,0.166090976913395
1.40653844579316,-0.0567388970532576,-0.20142454047903
1.40831284340198,-0.0968643927516242,-0.553403937129854
1.41030362002623,-0.132754019887833,-0.880561698742898
1.41250258612538,-0.1640372178331,-1.175742724272
1.41489331788972,-0.190553764389736,-1.43383198511846
1.41745071625511,-0.212301151992822,-1.65157600736116
1.42014135405762,-0.229360239521873,-1.82734674092842
1.42292456005669,-0.24181420217036,-1.96063296221228
1.42575409061711,-0.249719062862148,-2.05148216828181
1.4285803108804,-0.253155001472795,-2.10008506756771
1.43135289097119,-0.252316931737344,-2.1063702104028
1.43402400925699,-0.247566483719218,-2.06965255971972
1.43655194645686,-0.239403646242863,-1.9886003790911
1.43890474107312,-0.228399601067279,-1.86176388546343
1.44106337844598,-0.215172456946259,-1.68864049777023
1.44302399861666,-0.20042424006211,-1.47068935468174
1.44479882155945,-0.184962464321421,-1.21162222002261
1.44641577115755,-0.169625007697237,-0.916977279176117
1.44791703738375,-0.155124602169744,-0.593356531532456
1.44935694295318,-0.141921174751121,-0.247574399069734
1.45079943096912,-0.130221642429143,0.113948409629752
1.45231537000462,-0.120097934615554,0.485160672917281
1.45397979515803,-0.111595902914414,0.859789643417371
1.45586915904704,-0.104705418820259,1.23069841505052
1.45805863123001,-0.0991690036317575,1.58959582352909
1.46061943963163,-0.0941576323171966,1.92707862030827
1.46361616923766,-0.0877361405172997,2.23282567094375
1.4671039253195,-0.0759371940881287,2.49597237566715
1.47112542260533,-0.0519902557478097,2.70583559031625
1.47570824597348,-0.0100491366286451,2.85290349187113
1.48086256166235,0.0424695512550821,2.92963181213379
1.48657946201966,0.086686924288629,2.93064607351768
1.49283006380681,0.114451993454968,2.85252051648613
1.49956549449128,0.129052812169089,2.69375389753609
1.5067178993133,0.134948422454912,2.45535743108808
1.51420255343029,0.134695745655106,2.14190836904946
1.52192110986091,0.129389058628078,1.76244742205409
1.52976593522806,0.119510035871657,1.33049536398305
1.53762532158144,0.105576175690514,0.862984145365636
1.54538915143479,0.0884445112984253,0.378603686323069
1.55295446851912,0.0692269876612446,-0.103717398059382
1.56023045181539,0.0489592228772942,-0.565881307670541
1.56714248092571,0.028365061491521,-0.991522228578028
1.57363514521486,0.00797861517355725,-1.36709419578608
1.57967394888339,-0.011521817324166,-1.68314539327339
1.58524531503542,-0.0291954382957833,-1.93546273649412
1.59035477281098,-0.0441271169492381,-2.12549283033471
1.59502368128356,-0.0558534678773508,-2.25962411939368
1.59928499976553,-0.0645969698767044,-2.34763622574284
1.60317861664669,-0.0712542074818066,-2.40095154964345
1.60674676108476,-0.0771618166049306,-2.43101185830979
1.61002989941672,-0.0836165309952053,-2.44792063359671
1.61306334790307,-0.0913086482180863,-2.45963417619594
1.61587469461727,-0.0999979968630497,-2.47185812783671
1.61848198320581,-0.108526479960535,-2.48828541480578
1.62089258239372,-0.114898709886029,-2.5106833631729
1.62310273432258,-0.11597917028523,-2.53930070243228
1.62509780657815,-0.106030995722192,-2.57435169851875
1.6268532826961,-0.0741965442866374,-2.61721386299118
1.62833652765368,-0.00975843321614506,-2.66938926506733
1.62950931018325,0.0721491171974287,-2.7303200560846
1.63033089899886,0.136831017200899,-2.79644646464808
1.63076124241063,0.174836977311809,-2.86170932265742
1.630763561352,0.193690362465579,-2.9181768702786
1.63030597793693,0.199583802895187,-2.95633161109045
1.62936233310021,0.195630469898561,-2.96560943990419
1.62791258384377,0.183389382057698,-2.93536248242132
1.6259430040388,0.163775023848763,-2.85592840300529
1.62344616451194,0.137589339018704,-2.71976104966522
1.62042065492828,0.10577126915706,-2.52242666856491
1.61687070696166,0.0694286838013354,-2.26299626499028
1.61280605474134,0.0298577812461223,-1.94383256212981
1.60824233450054,-0.0114087891353689,-1.57017422053365
1.60320187579057,-0.0526692251866345,-1.14970674276026
1.59771423225026,-0.0922524993681559,-0.692046266073384
1.59181592413462,-0.128647236000968,-0.208111491077103
1.58554937517879,-0.160400589846963,0.290485525557858
1.57896157374813,-0.185853948278362,0.791905379916051
1.57210335108007,-0.202838475571521,1.28440961314024
1.56502952760614,-0.208160117505136,1.75671024482628
1.55779910159345,-0.196280223479806,2.19845482537545
1.55047465591084,-0.157153095543055,2.60056289351451
1.54312089650265,-0.0793725037500645,2.95513077276044
1.53580289634854,0.0250571827767324,3.25536581877504
1.52858485142582,0.110265962680915,3.49608948380995
1.52152939562509,0.152974574229175,3.67435415855386
1.5146967315651,0.164018895034716,3.78939139835229
1.50814331421052,0.157309411518632,3.84192987671339
1.5019204930414,0.141079951545638,3.83351023818755
1.49607341289059,0.119853873028101,3.76614214438858
1.49064021959683,0.0963257965494826,3.64217233007847
1.48565137597976,0.072249159811578,3.46433437130183
1.4811288330116,0.0488051509647847,3.23620756272347
1.47708523082267,0.0267612016748484,2.96286570948987
1.47352350635693,0.00658416445352672,2.65119961880821
1.47043710948495,-0.0114421104291591,2.30994415892901
1.46781097927785,-0.0271359388041208,1.94955714950106
1.46562308777335,-0.0404207480618044,1.58166269411548
1.46384593267307,-0.0513965644657695,1.21792386868011
1.46244767544924,-0.0603764773158881,0.868668881075005
1.46139307237376,-0.0677859814266768,0.541804455003139
1.46064437319692,-0.0739681999183515,0.242519245449912
1.46016234484526,-0.0790488843086468,-0.026284137927073
1.45990740144683,-0.0829413687733884,-0.263599480144598
1.45984056488284,-0.08544237311228,-0.470473427418832
1.45992411928835,-0.0863510939429819,-0.650209869592496
1.46012205240905,-0.0855867421704795,-0.807950349797652
1.46040042180843,-0.0833010818565919,-0.94981709487447
1.46072781556427,-0.0799420695526413,-1.08220497169669
1.46107592556144,-0.0762077285103664,-1.21135419418484
1.46141999617631,-0.0729157755479117,-1.34301636739149
1.46173897268676,-0.0708530490776688,-1.48216875663276
1.46201541260186,-0.0706539109990399,-1.63284203958346
1.46223533398182,-0.0727410604175013,-1.7979807417102
1.46238813439498,-0.0772819569325382,-1.97919572687417
1.46246650026702,-0.0840068857184575,-2.17647501140058
1.46246604273958,-0.0913170170835065,-2.38802891207307
1.46238455204277,-0.0902883382994737,-2.6102468138965
1.46222111041607,-0.024900090813156,-2.83767585378576
1.46197549814281,0.105608144584503,-3.06308797085963
1.4616482247656,0.161292639238173,-3.2775435624525
1.46124120027929,0.191879253845877,-3.47018366944848
1.46075883624298,0.217845142625439,-3.62775496296865
1.46020941618875,0.241412136563746,-3.73415160102006
